outgoing,outgoing_slot,position,outgoing_md1_points,outgoing_md2_price_m,cash_before_m,max_replacement_price_m,candidate,candidate_md1_points,candidate_md1_price_m,candidate_md2_price_m,candidate_movement_m,candidate_points_per_md2_m,cash_after_m,points_gain_vs_outgoing
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Lukas Petkov,316,6.27,7.01,+0.74,45.08,3.29,218
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Bambasé Conté,230,5.50,5.95,+0.45,38.66,4.35,132
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Jobe Bellingham,194,7.47,7.60,+0.13,25.53,2.70,96
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Ísak Jóhannesson,171,4.52,4.65,+0.13,36.77,5.65,73
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Tim Skarke,169,3.51,3.60,+0.09,46.94,6.70,71
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Dariusz Stalmach,166,2.67,2.88,+0.21,57.64,7.42,68
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Nicolas Capaldo,156,9.01,9.08,+0.07,17.18,1.22,58
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Raphael Obermair,136,5.59,5.74,+0.15,23.69,4.56,38
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Hugo Bolin,134,7.16,7.26,+0.10,18.46,3.04,36
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Nicolas Seiwald,134,10.20,10.22,+0.02,13.11,0.08,36
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Ezequiel Fernández,116,9.55,9.55,+0.00,12.15,0.75,18
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Yannick Engelhardt,106,9.97,9.95,-0.02,10.65,0.35,8
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Woo-yeong Jeong,103,5.32,5.33,+0.01,19.32,4.97,5
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Ludovit Reis,102,8.10,8.10,+0.00,12.59,2.20,4
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Wael Mohya,96,7.68,7.67,-0.01,12.52,2.63,-2
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Jae-sung Lee,96,9.50,9.48,-0.02,10.13,0.82,-2
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Laurin Ulrich,95,3.88,3.95,+0.07,24.05,6.35,-3
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Łukasz Poręba,92,2.71,2.81,+0.10,32.74,7.49,-6
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Mattes Hansen,92,2.78,2.87,+0.09,32.06,7.43,-6
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Linton Maina,91,5.72,5.72,+0.00,15.91,4.58,-7
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Albert Sambi Lokonga,90,8.51,8.49,-0.02,10.60,1.81,-8
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Albert Grønbæk,88,6.61,6.61,+0.00,13.31,3.69,-10
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Robin Fellhauer,83,8.55,8.52,-0.03,9.74,1.78,-15
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Janik Haberer,73,3.40,3.40,+0.00,21.47,6.90,-25
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Chuki,66,6.44,6.37,-0.07,10.36,3.93,-32
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,András Schäfer,62,7.15,7.12,-0.03,8.71,3.18,-36
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Jonas Hofmann,62,8.09,8.07,-0.02,7.68,2.23,-36
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Mathieu Nguefack,57,3.68,3.67,-0.01,15.53,6.63,-41
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Aljoscha Kemlein,54,5.71,5.68,-0.03,9.51,4.62,-44
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Robin Hack,49,7.69,7.62,-0.07,6.43,2.68,-49
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Marcel Sabitzer,49,7.88,7.85,-0.03,6.24,2.45,-49
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Michel Aebischer,46,7.82,7.76,-0.06,5.93,2.54,-52
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Kevin Stöger,44,7.20,7.15,-0.05,6.15,3.15,-54
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Mert Kömür,35,7.75,7.73,-0.02,4.53,2.57,-63
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Yannik Keitel,21,3.79,3.78,-0.01,5.56,6.52,-77
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Tom Baack,19,3.02,3.01,-0.01,6.31,7.29,-79
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Bilal Nadir,17,5.47,5.45,-0.02,3.12,4.85,-81
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Noah Darvich,11,4.43,4.39,-0.04,2.51,5.91,-87
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Patrice Čović,10,3.33,3.32,-0.01,3.01,6.98,-88
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Oscar Højlund,6,5.16,5.14,-0.02,1.17,5.16,-92
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Faik Sakar,0,,3.42,,0.00,6.88,-98
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Marco Richter,0,,2.35,,0.00,7.95,-98
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Robert Skov,0,,4.45,,0.00,5.85,-98
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Alexander Prass,0,,7.19,,0.00,3.11,-98
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Timur Gayret,0,,2.67,,0.00,7.63,-98
Adil Aouchiche,starter,MID,98,6.48,3.82,10.30,Mussa Kaba,0,,3.30,,0.00,7.00,-98
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Bambasé Conté,230,5.50,5.95,+0.45,38.66,0.58,144
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Ísak Jóhannesson,171,4.52,4.65,+0.13,36.77,1.88,85
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Tim Skarke,169,3.51,3.60,+0.09,46.94,2.93,83
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Dariusz Stalmach,166,2.67,2.88,+0.21,57.64,3.65,80
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Raphael Obermair,136,5.59,5.74,+0.15,23.69,0.79,50
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Woo-yeong Jeong,103,5.32,5.33,+0.01,19.32,1.20,17
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Laurin Ulrich,95,3.88,3.95,+0.07,24.05,2.58,9
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Łukasz Poręba,92,2.71,2.81,+0.10,32.74,3.72,6
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Mattes Hansen,92,2.78,2.87,+0.09,32.06,3.66,6
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Linton Maina,91,5.72,5.72,+0.00,15.91,0.81,5
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Janik Haberer,73,3.40,3.40,+0.00,21.47,3.13,-13
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Chuki,66,6.44,6.37,-0.07,10.36,0.16,-20
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Mathieu Nguefack,57,3.68,3.67,-0.01,15.53,2.86,-29
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Aljoscha Kemlein,54,5.71,5.68,-0.03,9.51,0.85,-32
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Yannik Keitel,21,3.79,3.78,-0.01,5.56,2.75,-65
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Tom Baack,19,3.02,3.01,-0.01,6.31,3.52,-67
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Bilal Nadir,17,5.47,5.45,-0.02,3.12,1.08,-69
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Noah Darvich,11,4.43,4.39,-0.04,2.51,2.14,-75
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Patrice Čović,10,3.33,3.32,-0.01,3.01,3.21,-76
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Oscar Højlund,6,5.16,5.14,-0.02,1.17,1.39,-80
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Faik Sakar,0,,3.42,,0.00,3.11,-86
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Marco Richter,0,,2.35,,0.00,4.18,-86
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Robert Skov,0,,4.45,,0.00,2.08,-86
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Timur Gayret,0,,2.67,,0.00,3.86,-86
Dejan Ljubičić,bench,MID,86,2.71,3.82,6.53,Mussa Kaba,0,,3.30,,0.00,3.23,-86
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Marius Wolf,262,5.18,5.45,+0.27,48.07,3.37,141
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Laurin Curda,233,5.84,6.23,+0.39,37.40,2.59,112
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Josip Juranović,202,6.00,6.37,+0.37,31.71,2.45,81
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Noahkai Banks,175,8.54,8.66,+0.12,20.21,0.16,54
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Jano ter Horst,174,4.64,4.92,+0.28,35.37,3.90,53
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Gideon Mensah,132,6.14,6.26,+0.12,21.09,2.56,11
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Amos Pieper,122,8.59,8.62,+0.03,14.15,0.20,1
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Lukas Kübler,105,8.31,8.31,+0.00,12.64,0.51,-16
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Zeno van den Bosch,101,8.72,8.71,-0.01,11.60,0.11,-20
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Josha Vagnoman,97,6.11,6.12,+0.01,15.85,2.70,-24
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Felix Keidel,81,4.09,4.12,+0.03,19.66,4.70,-40
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Tom Rothe,80,5.73,5.72,-0.01,13.99,3.10,-41
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Bernardo,70,8.05,8.02,-0.03,8.73,0.80,-51
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Ko Itakura,70,8.82,8.77,-0.05,7.98,0.05,-51
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Mick Schmetgens,66,2.35,2.38,+0.03,27.73,6.44,-55
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Youngwoo Seol,64,5.26,5.26,+0.00,12.17,3.56,-57
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Lukas Ullrich,62,3.92,3.92,+0.00,15.82,4.90,-59
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Robin Hranáč,59,6.82,6.80,-0.02,8.68,2.02,-62
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Maximilian Rohr,58,5.61,5.56,-0.05,10.43,3.26,-63
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Louis Lemke,57,2.50,2.51,+0.01,22.71,6.31,-64
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Vitalie Becker,55,3.57,3.56,-0.01,15.45,5.26,-66
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Jonah Sticker,39,3.92,3.91,-0.01,9.97,4.91,-82
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Benjamin Henrichs,25,4.27,4.25,-0.02,5.88,4.57,-96
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Max Rosenfelder,22,3.04,3.02,-0.02,7.28,5.80,-99
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Joël Schmied,7,3.95,3.95,+0.00,1.77,4.87,-114
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Jordan Torunarigha,7,6.88,6.78,-0.10,1.03,2.04,-114
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Timo Hübers,0,,5.28,,0.00,3.54,-121
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Abdoul Koné,0,,8.49,,0.00,0.33,-121
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Koki Machida,0,,3.49,,0.00,5.33,-121
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Arthur Chaves,0,,7.64,,0.00,1.18,-121
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Niels Nkounkou,0,,8.32,,0.00,0.50,-121
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Nicholas Mickelson,,,2.89,,,5.93,
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Robin Gosens,,,7.93,,,0.89,
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Jeffrey Gouweleeuw,,,6.02,,,2.80,
Elias Baum,starter,DEF,121,5.00,3.82,8.82,Leonidas Stergiou,,,3.01,,,5.81,
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Lukas Petkov,316,6.27,7.01,+0.74,45.08,1.04,188
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Bambasé Conté,230,5.50,5.95,+0.45,38.66,2.10,102
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Jobe Bellingham,194,7.47,7.60,+0.13,25.53,0.45,66
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Ísak Jóhannesson,171,4.52,4.65,+0.13,36.77,3.40,43
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Tim Skarke,169,3.51,3.60,+0.09,46.94,4.45,41
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Dariusz Stalmach,166,2.67,2.88,+0.21,57.64,5.17,38
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Raphael Obermair,136,5.59,5.74,+0.15,23.69,2.31,8
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Hugo Bolin,134,7.16,7.26,+0.10,18.46,0.79,6
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Woo-yeong Jeong,103,5.32,5.33,+0.01,19.32,2.72,-25
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Wael Mohya,96,7.68,7.67,-0.01,12.52,0.38,-32
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Laurin Ulrich,95,3.88,3.95,+0.07,24.05,4.10,-33
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Łukasz Poręba,92,2.71,2.81,+0.10,32.74,5.24,-36
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Mattes Hansen,92,2.78,2.87,+0.09,32.06,5.18,-36
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Linton Maina,91,5.72,5.72,+0.00,15.91,2.33,-37
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Albert Grønbæk,88,6.61,6.61,+0.00,13.31,1.44,-40
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Janik Haberer,73,3.40,3.40,+0.00,21.47,4.65,-55
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Chuki,66,6.44,6.37,-0.07,10.36,1.68,-62
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,András Schäfer,62,7.15,7.12,-0.03,8.71,0.93,-66
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Mathieu Nguefack,57,3.68,3.67,-0.01,15.53,4.38,-71
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Aljoscha Kemlein,54,5.71,5.68,-0.03,9.51,2.37,-74
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Robin Hack,49,7.69,7.62,-0.07,6.43,0.43,-79
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Marcel Sabitzer,49,7.88,7.85,-0.03,6.24,0.20,-79
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Michel Aebischer,46,7.82,7.76,-0.06,5.93,0.29,-82
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Kevin Stöger,44,7.20,7.15,-0.05,6.15,0.90,-84
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Mert Kömür,35,7.75,7.73,-0.02,4.53,0.32,-93
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Yannik Keitel,21,3.79,3.78,-0.01,5.56,4.27,-107
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Tom Baack,19,3.02,3.01,-0.01,6.31,5.04,-109
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Bilal Nadir,17,5.47,5.45,-0.02,3.12,2.60,-111
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Noah Darvich,11,4.43,4.39,-0.04,2.51,3.66,-117
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Patrice Čović,10,3.33,3.32,-0.01,3.01,4.73,-118
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Oscar Højlund,6,5.16,5.14,-0.02,1.17,2.91,-122
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Faik Sakar,0,,3.42,,0.00,4.63,-128
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Marco Richter,0,,2.35,,0.00,5.70,-128
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Robert Skov,0,,4.45,,0.00,3.60,-128
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Alexander Prass,0,,7.19,,0.00,0.86,-128
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Timur Gayret,0,,2.67,,0.00,5.38,-128
Ezechiel Banzuzi,starter,MID,128,4.23,3.82,8.05,Mussa Kaba,0,,3.30,,0.00,4.75,-128
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Stefan Smarkalev,0,,5.36,,0.00,3.27,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Elias Etringer,0,,5.49,,0.00,3.14,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Sven Ulreich,0,,7.11,,0.00,1.52,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Fernando Dickes,0,,5.17,,0.00,3.46,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Frank Lehmann,0,,5.33,,0.00,3.30,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Ørjan Nyland,0,,5.07,,0.00,3.56,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Markus Kolke,0,,5.36,,0.00,3.27,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Stefan Drljača,0,,3.94,,0.00,4.69,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Matthias Köbbing,0,,5.25,,0.00,3.38,-94
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Carl Klaus,,,6.88,,,1.75,
Fabian Bredlow,starter,GK,94,4.81,3.82,8.63,Tim Boss,,,5.40,,,3.23,
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Igor Matanović,373,14.59,14.95,+0.36,24.95,26.75,251
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Thijs Dallinga,309,11.40,11.54,+0.14,26.78,30.16,187
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Luis Díaz,268,28.77,28.84,+0.07,9.29,12.86,146
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Serhou Guirassy,265,18.45,18.60,+0.15,14.25,23.10,143
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Michael Gregoritsch,240,11.88,12.16,+0.28,19.74,29.54,118
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Adam Daghim,239,8.07,8.28,+0.21,28.86,33.42,117
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Patrik Schick,223,18.38,18.49,+0.11,12.06,23.21,101
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Marco Grüll,208,6.85,7.02,+0.17,29.63,34.68,86
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Cole Campbell,206,5.60,5.70,+0.10,36.14,36.00,84
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Maximilian Beier,201,11.74,11.85,+0.11,16.96,29.85,79
Harry Kane,starter,FOR,122,37.88,3.82,41.70,David Mokwa,197,2.39,2.86,+0.47,68.88,38.84,75
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Tidiam Gomis,169,4.50,4.69,+0.19,36.03,37.01,47
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Philipp Tietz,166,10.51,10.58,+0.07,15.69,31.12,44
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Derry Scherhant,165,9.57,9.65,+0.08,17.10,32.05,43
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Tiago Tomás,151,9.73,9.78,+0.05,15.44,31.92,29
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Emmanuel Latte Lath,145,11.64,11.67,+0.03,12.43,30.03,23
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Ayoube Amaimouni,122,8.64,8.68,+0.04,14.06,33.02,0
Harry Kane,starter,FOR,122,37.88,3.82,41.70,Moussa Sylla,120,7.97,8.03,+0.06,14.94,33.67,-2
